,Unnamed: 0,title,artist,lyric
6,6,숨이 차올라,1DB (원디비),"숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

습관처럼 난 너를 그리곤해
반짝이던 너의 눈, 다정한 미소
혼자만의 착각인가 너도 나와 같을까
알수없는 너의 마음 자꾸 날 잠 못 들게 해

고민하다 누르는 너의 번호
또 쓰다만 편지
그 순간 만나잔 너의 연락에 달려가

숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
바라던 순간
내 앞에 니 모습 떨리는 내 맘 네게 들킬까봐 난
숨을 고르고
너에게 다가가 애써 태연한척 해보지만
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

선선한 밤 너와 나 걷던 그 거리
다정한 연인들의 모습을 보며

너의 옆에 항상 내가 있기를
우리 함께이기를
오늘은 말할거야, 내 맘 꼭 전할래

숨이 차올라
시원한 바람에 너의 웃음소리 흘러가고
바라던 순간
내 앞에 니 모습, 떨리는 내 맘 네게 들킬까봐 난
숨을 고르고
너에게 다가가 애써 태연한척 해보지만
눈치도 없이
뛰는 내 가슴에 나도 모르게 환하게 웃는 나

아무도 몰래
지켜온 내 마음 어떻게 전할까 고민했지만
나도 모르게
커버린 내 마음 더이상 숨길 수 없어
이젠 말할게
널 향한 내 마음 받아줘 날 향해 환히 웃어줘
처음 본 순간
난 늘 꿈꿔왔어, 너와 나 함께 할 이 순간들을"
7,7,단짝,소몽,"비 올 때도 눈 올 때도 너와 나는 실과 바늘

미워해도 화해해도 너는 내게 세상 전부

서로라는 말로 함께라는 말로 우린 항상 같은 마음 내 곁에 있어줘

서로라는 말로 함께라는 말로 우린 항상 같은 마음 계속 곁에 있어줘


서로라는 말로 함께라는 말로 우린 항상 같은 마음 계속 곁에 있어줘

미워해도 화해해도 너는 내게 세상 전부 계속 곁에 있어줘"
8,8,바보춤꾼,장끼전,"춤추는 그대여
긴장과 저항없이 자연 그대로
솜씨있게 춤추는 구려

춤추는 그대여
그대의 움직임은 사랑의 경이를
드러내고 있다오

언어가 끊어진 자리에서
자유로이 춤추는 그대
눈으로 듣고 귀로 보는
바보춤꾼 바보춤꾼 그대

춤추는 그대가 춤이요
사랑과 열정이 그대의 춤이요
따스한 손길이 그대의 춤이요
그 고운 탄성이 그대의 춤이요

사랑이 춤추는 그대
순수가 춤추는 그대
춤추는 그대여
춤추는 그대여

춤추는 그대가 춤이요
사랑과 열정이 그대의 춤이요
따스한 손길이 그대의 춤이요
그 고운 탄성이 그대의 춤이요

사랑이 춤추는 그대
순수가 춤추는 그대
춤추는 그대여
춤추는 그대여

그대의 춤은
허공에 쏟아 놓은 노래
시간이 몸에 남긴 흔적
그대는 내 영혼의
바보춤꾼 바보춤꾼이라오."
9,9,강 (Lethe),이아트,"참 고단했어
이 세상에서
중심을 잃었어
사라지길 바랐어

아픈 마음 꿈에서만
행복했어
그래서 꿈에서만
있길 바라왔어

너의 아픔
왜 몰랐는지
난 꿈속 안에서도
너를 찾고 있었는지

망각의 강 그 앞에서
손을 잡고 나아가면
아픈 기억 슬픈 기억
사라질 거야."
10,10,Blackwater,맥거핀 (MGFF),"Go take your ride
That’s what we wanted
You pick your side
Cause we’re in endgame

Don’t tell me now
It ain’t good timing
Don’t get to know
Before you’re trying, fool

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Ain’t afraid of dying
Ain’t afraid of lying
Is there someone I can see

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but

Bang Bang, If we have to fight, we Fight but
Bang Bang, If we have to run, we’ll run but
Bang Bang, If we have to die, we’ll die but
Ain’t got too much to say no more

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
When you find me, run
Till you feel better
Keep going

Don’t you know I’m just a bad dog
Don’t you know I’m just a bad dog
Don’t you know I’m just a bad dog"
11,11,소년의 눈,톡식,"dancing in the pouring rain
넌 아무것도 모른채
세상을 바라 보는 소년의 눈

말할 수 없는 비밀로
미래를 간직해
커져만 가는 소년의 꿈

so bright, you could be the star
설렘, 떨리는 가슴이 피어나

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

가본 적 없는 곳
어디든 갈 수 있어
어둠이 두려워
눈을 감을 수가 없어

so bright, you could be the star
설렘, 떨리는 가슴이 피어나

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

원하는 모든 걸 다 그냥 하면 돼
꿈꾸는 나를 말해봐

dancing in the pouring rain
넌 아무것도 모른채
세상을 바라 보는 소년의 눈

별이 되고 싶던 날
그날을 노래할래 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you

눈을 떠 이제 그 시간 속에
너를 기억해 oh oh oh
어떤 날이 와도 상관 없어
whenever only for you"
12,12,마른하늘,신스카이,"난 푸른 멍든 새벽
고된 하루 마치고 꿈을 꾸네

나 꿈에서 그림을 그렸어
난 살아 있는 것을 그리며 살아

그토록 바라던 모습으로
그렸던 모습이 나이기를

그토록 바라던 모습으로
그렸던 시간이 나였으면 해

구름이 없는 시간
해가 질 때
이 계단을 다시 올라갔으면 해


하얗게 물든 하늘
둘로 나눠진 세상을 바라보네

지나간 시간의 틈 속에
깊게 감춰진 그곳을 알아보네

그토록 보았던 그곳에는
그리운 모습이 나이기를

그토록 바라던 그곳에는
기억의 모습이 나였으면 해

구름이 없는 시간
해가 질 때
이 계단을 다시 올라왔으면 해"
13,13,You were star (Feat. SOUNG YUN),씨쏘 (Seesso),"도심 속 작은 나의 터
언제 만나도 환한 너의 존재
누굴 만나건 어딜 가던
니 얘길 꺼내

가끔씩 보이던 네 단점까지도
다 잊어버리도록 말하고
빛나던 니 모습에 자꾸 따라가게돼

난 말야 원했지
모두의 앞에 놓인
시련을 털고 날아올라
또 다른 이의
별이 될수 있게

넌 말야 변했지
환하게 웃던
그 모습까지도
다 거짓말이라 했던것처럼

반짝반짝 빛나는 별
나 없는 세상을 비춰줄래
아름답게 빛나던 넌
이제는 없지만

you were star
you were star
그대는 나를 부른 별
환하게 날 이끌던 별
이젠 떠나버린
oh 너는 나의 낮에만 뜨는 별
you were star


엎어진 도미노 갈라진 배위로
나올줄알았던 gold rush
나와 너의 대화속에 만들어진 slow hurt

우리는 마치 fifty (fifty)
예고도 없이 victim
나오든말든 신경을 안쓰니
상처는 더해가 깊이

어차피 진흙탕 싸움 속
발딛은 너와나 사이
달리 해줄말없으니
그만 보내줄래 Good Bye

자릴비워 더 퍼져 걷잡을수없이 커지도록
난 이미 널 지웠어 믿으시던가
신경쓰기싫어

난 말야 원했지
모두의 앞에 놓인
시련을 털고 날아올라
또 다른 이의
별이 될수 있게

넌 말야 변했지
환하게 웃던
그 모습까지도
다 거짓말이라 했던것처럼

반짝반짝 빛나는 별
나 없는 세상을 비춰줄래
아름답게 빛나던 넌
이제는 없지만

you were star
you were star
그대는 나를 부른 별
환하게 날 이끌던 별
이젠 떠나버린
oh 너는 나의 낮에만 뜨는 별
you were star


한때 나 꿈을 꾸었죠
그대와 함께하는꿈
밤 하늘 위 별되어
모두를 비춰주던 꿈

이젠 더 이상 없는 그대여
나 밤이 찾은 어디든 별 되어 비춰줄게

you were star
you were star
그대는 나를 부른 별
환하게 날 이끌던 별
이젠 떠나버린
oh 너는 나의 낮에만 뜨는 별
you were star"
14,14,let me down,75,"지금 내 모습이 어때
반복되는 삶에
애꿏은 시계만
또쳐다보는데
똑같은말들에
또 똑같은 걸음에
도착지는 결국 제자리인데

너는 지금뭐해
나는 그저그래
또 하루를 보내
그저 그렇게 보내
사라진 영혼에
사랑이 필요해
난 아직 여기에
기다린다 전해

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래

결승선이 없는 마라톤
발걸음은 무겁고
지금에 집중하자
생각하고있어도
미래의두려움은
날 묶는 족쇄인데
지금 멈추기엔
나한테 너무 미안한데
날 두고 가지마
나만 남겨두지마
또 나아가지마
나혼자 두고가지마
이제 또 마지막
경기를시작해
나아가는 걸음은
번데기의 꿈인걸

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래

난 지금 여기 있어
반복되는 하루에
난 아직 여기 있어
반복되는 날들에
난 계속 여기있어
이젠 벗어나고싶어
나아가려해도
망망대해같은
여기서 나아가고싶어
또 걸어가고싶어
또 벗어나고싶어
이젠 탈출하고싶어
지쳐버린 제자리걸음속
도착지를 알고싶어
지쳐버린 나에게
안정을주고싶어

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래

let me down
날 원망해
let me down
날 봐줄래
난 여기
더 있지않을래
제자리걸음속 벗어날래"
15,15,니 생각,둘라밤,"니 생각만 해 정말 징글징글징글해 정말 징글징글징글해
니 생각만 해 자꾸 싱글벙글벙글해 자꾸 싱글벙글벙글해
니 생각만 해 너무 지긋지긋지긋해 너무 지긋지긋지긋해
니 생각만 해 정말 징글징글징글해 정말 징글징글징글해

니 생각만 해 정말 징글징글징글해 정말 징글징글징글해
니 생각만 해 자꾸 싱글벙글벙글해 자꾸 싱글벙글벙글해
니 생각만 해 너무 지긋지긋지긋해 너무 지긋지긋지긋해
니 생각만 해 정말 징글징글징글해 정말 징글징글징글해

한참 밤이 깊은데
니 생각이 났네
니 생각이 날 때
난 바보가 됐네

한참 밤이 깊은데
니 생각이 났네
어떻게 할 수가 없네
니 생각이 날 때


니 생각만 해 정말 징글징글징글해 정말 징글징글징글해
니 생각만 해 자꾸 싱글벙글벙글해 자꾸 싱글벙글벙글해
니 생각만 해 너무 지긋지긋지긋해 너무 지긋지긋지긋해
니 생각만 해 정말 징글징글징글해 정말 징글징글징글해


정말 징글징글징글해 정말 징글징글징글해
정말 징글징글징글해 정말 징글징글징글해
정말 징글징글징글해 정말 징글징글징글해
정말 징글징글징글해 정말 징글징글징글해"
16,16,It's our day,유용민,"세상 속의 많은 상처가
다시 나를 일으키게 해
넘어져도 나 달려가야 해
먹구름이 숨겼던 찬란한 태양의 빛처럼
하늘이 웃는 날 다시 널 밝게 비출게
그 순간이 올 때까지 기다려줄래

Cause, someday we must be on fire
I wish 미친 듯 나아가
Life is beautiful
Make it better now
Don't fail 부딪혀 깨져도
This way 후회 따윈 없어
Life is beautiful
I have no doubt we're gonna shine
It's our day

버텨 왔던 모든 날들이
다시 나를 움직이게 해
숨은 벅차도 달려가야 해 (I'll never fall down)
한순간에 참았던 눈물이 앞을 막아도
파랗게 웃던 널 기억해 견딜 수 있어
그 순간이 올 때까지 지켜봐 줘

Cause, someday we must be on fire
I wish 미친 듯 나아가
Life is beautiful
Make it better now
Don't fail 부딪혀 깨져도
This way 후회 따윈 없어
Life is beautiful
I have no doubt we're gonna shine
It's our day

We're gonna shine
모든 게 무너져 쓰러져도
너에게 소리쳐 I’ll be by your side
어떤 순간에 있어도 난 너와 함께

Cause, someday we must be on fire
I wish 미친 듯 나아가
Life is beautiful
Make it better now
Don't fail 부딪혀 깨져도
This way 후회 따윈 없어
Life is beautiful
I have no doubt we're gonna shine
It's our day"
17,17,Don't You Wanna,yooji (유지),"I’ve been through enough waterfalls
Been stuck in reality
No drama will unfold the cause

So I call on my friends just to ignore the pain
Swallow all the pills to beat the enemies
I look into the mirror with a stranger's smile
Wishing you were here by my side

Don't you wanna be my remedy
I'll follow you like a fanatic babe
Don't you wanna be my melody
I'll sing it like I've never sung before

I’ve been through enough waterfalls
Been stuck in reality
No, I don’t want any alcohol

Don't you wanna be my remedy
I'll follow you like a fanatic babe
Don't you wanna be my melody
I'll sing it like I've never sung before

(I wanna know you
Will you let me in baby)

Don't you wanna be my remedy
I'll follow you like a fanatic babe
Don't you wanna be my melody
I'll sing it like I've never sung before"
18,18,핫하 (HOT HA),유니버스,"봄날의 꽃들이
눈처럼 내려와
하늘 가득히
니 맘을 가진 듯
달콤한 바람이
나에게 불어와

따사로운 햇살 아래서 나의
봄처럼 다가온 너를
라랄라 라라~
라라~라
라랄라 라라~
달콤해에~

달려가 더 조금 더 달려가
널 만나는 길 위에 꽃잎들이
하나 둘씩 하나둘씩 떨어지일 때
난달콤해~

반짝이는 별들처럼
하얗게 빛나는
꽃들이 다가와
너에게 갈수 있게


하늘의 별들이
꽃처럼 내려와
달빛을 타고
내 맘을 아는 듯
시원한 바람이
스치듯 불어와

다정하게 달빛 품으로 우리
봄처럼 물들어 가는 하루
라랄라 라라~
라라~라
라랄라 라라~
달콤해에~

달려가 더 조금 더 달려가
널 만나는 길 위에 별빛들이
하나 둘씩 하니둘씩 반짝일 때
난 달콤해~


영화 속의 풍경처럼
봄처럼 살아가
꽃들도 별들도
날리는 꽃잎처럼


라랄라 라라~
라라~라
라랄라 라라
라라 라라"
19,19,아이어른,재연,"이곳에 처음 발디딘 후로
키는 이만치 컸는데
굽어진 등허리엔 거대한 먼지들이 쌓여가
발걸음을 멈추게 해

바람에 한껏 휘청이다가
그마저 다 날아가버리면

아 무엇 하나 자라지 못했던
야위어진 팔다리에 몸을 맡겨
꼭 바랬던 저 먼 세상까지
나아갈 수 있을까

세상은 이렇게 커다란데
하물며 내 좁은 발걸음으로는
커다랗게 보인 언덕이 두려워
몸을 짓누르는 듯해

바람에 멍든 상처가
언제쯤이면 아프지 않을까

아 무엇 하나 자라지 못했던
야위어진 팔다리에 몸을 맡겨
꼭 바랬던 저 먼 세상까지
나아갈 수 있을까

잦은 생채기는 이제 괜찮아
아무렇지 않게 한 발자국만 더
앞으로 간거야

바람을 타고 언덕을 넘어서
야위어진 팔다리로 기어가더라도
온 힘을 다한다면 반드시
저 태양이 보일거야

두 번 다시 외면하지 않아"
20,20,외쳐,쓰는 정원,"hey 넌 말해
뭐든지 할 수 있다고 넌 결국 해낸다고
hey 또 말해
내가 거기서 봤어 넌 그대로 나가
가끔 고개를 숙인다 해도
문득 불안이 말을 건네도
쨌든 결국엔 해낸 나니까
외쳐 세상에 나를 소리쳐
외쳐 우에오
외쳐 우린 또 해내잖아 우에에에에
외쳐 한 번 더
조금 더 신나게 우릴 더 빛나게
외쳐 우워어어어어
hey 난 말해
뭐든지 할 수 있어 더 떠들어 말해
hey 또 말해
나를 막을 건 없어 on my way
떠오른 것들을 뱉어
떠보는 쟤네는 냅둬
난 또 해내 버렸네 또
날 찾아 따르는 내 돈
그래서 계속해 오늘도 행복해
everyday, evreything’s gon’ be okay
외쳐 세상에 나를 소리쳐
외쳐 우에오
외쳐 우린 또 해내잖아 우에에에에
외쳐 한 번 더
조금 더 신나게 우릴 더 빛나게
외쳐 우워어어어어
everything’s alright
everything’s alright
날 믿고 다시 한번 더
외쳐 세상에 나를
외쳐 우에오
외쳐 우린 또 해내잖아 우에에에에
외쳐 한 번 더
조금 더 신나게 우릴 더 빛나게
외쳐 우워어어어어"
21,21,척,ANYO,"이 좁은 곳에 많이도
발 디딜 틈 하나 없네
걘 누구 동생 얜 누구 형
서로 다 친구인가 봬

빛 좋은 껍데기들 속
또 나만 별 볼 일 없나
하나 둘 살펴보니
다들 가짜 웃음만 짓네

그런 거 난 몰라
할 말이야 많지만
나는 아무 말도
그 다음엔 또 뭘까
너 말곤 다 알지만
그만 그만

묻고 싶은 게 하나 있어
그래서 네가 누군데
내 말이 그리 어려운 건지
뭔 말이 많아 이렇게

네 친구라던 그 사람
안중에는 네가 없던데
불안한 눈동자를 봐
그건 좀 불쌍한 듯해

그런 거 난 몰라
할 말이야 많지만
나는 아무 말도
그 다음엔 또 뭘까
너 말곤 다 알지만
그만 그만

모든 게 다 연기고
너마저 널 속이면
언젠가 아무도 널
믿지 못하게 될 거야
한 번이라도 좋아
그저 네 모습 그대로
널 바라볼래

그딴 거 난 몰라
할 말이야 많지만
더는 아무 말도
그 다음은 또 뭘까
너 말곤 다 알지만
그만 그만"
22,22,Chemical Paradise,메써드,"looking at what you want
listening to what you want
Do you believe that what you see is the truth

You don’t speak about what you feel
The freedom of choice does not exist for you

the under my skin just blood and downfall
search for the fear and let yourself awake

feel! the to say
Before it will all fade to black
Things were just never the same
it was not forever remain
because the visible things
not forever

feeling at what you want
touching what you want
Do you believe that what you hear is the truth

The truth cannot be identified with insensitive tears
The freedom of choice only exists within boundaries anyways

feel! the to say
Before it will all fade to black
Things were just never the same
it was not forever remain
because the visible things
not forever

the under my skin just blood and downfall
search for the fear and let yourself awake

Is still under my skin and downfall
search for the fear and let yourself awake"
23,23,ex nihilo (with 허가람),gaw.i,"가늠할 수 없는 광활한 저 별들 속
영원에서 시간으로 이어진 그늘을 찾았네
오래된 밤이 빛에 적발된 순간 난 알았네

Ad infinitum
Parvum Momentum
내 안에 감춰진 비밀이 풀렸네

이젠 내가 죽고
그가 다스리리
모두 이루리라

나는 자유하네, 영원한 그 품에
Love
죽음을 깨우는 사랑

(Let there be light)
귓가를 탐험하는 거대한 침묵이여,
(Let there be light)
죽음을 잇는 삶을 읊어 주소서

(Let there be light)
귓가를 탐험하는 거대한 침묵이여,
(Let there be light)
죽음을 잇는 삶을 읊어 주소서

(Let there be light)
귓가를 탐험하는 거대한 침묵이여,
(Let there be light)
죽음을 잇는 삶을 읊어 주소서

(Let there be light)
영혼을 밝혀주는 거대한 광명이여,
(Let there be light)
죽음을 이긴 삶을 보게 하소서

다시 오시리라, 영원한 그 나라
Love"
24,24,나의 유일한,연후,"문득 올려다본 너의 모습
편하게 쉬고 있어
기억 속 어딘가에 우리들은
변한게 하나 없어

꼭 데리러 와줘
기다리고 있어줘
그리운 소식과 함께 갈게

넌 나의 유일한 아쉬움이야
가장 그리운 잔잔함이야
매일 영원한 첫 생각이야

언젠가 어디선가
모두 하나의 언어로 말할 때
그땐 말해줄게

보고싶을 땐 늘 이렇게
눈을 감았다 뜨고

시야가 흐릿해질 때쯤엔
너에게 말해

그렇게 와 줘
기다리고 있어줘
못다한 얘기들
지나간 시간들 마음들 모두 데려갈게

넌 나의 유일한 아쉬움이야
가장 그리운 잔잔함이야
매일 영원한 첫 생각이야

언젠가 어디선가
모두 하나의 언어로 말할 때
그땐 말해줄게

어떤 기억은 향기를 남겨
꺼내봐야 하는 사진보다
어느새 내게 찾아오는

아마 넌 그런 기억이야
언제든 떠올릴게
지금 옆에 있는 것처럼

넌 나의 유일한 아쉬움이야
가장 그리운 잔잔함이야
매일 영원한 첫 생각이야

언젠가 어디선가
모두 하나의 언어로 말할 때
그땐 말해줄게"
25,25,우리 다시 (feat. 0do),눈뜨면 오후,"우리 다시 만나면
그때 사랑할까
우리 다시 만나면
그때 다시 사랑하자
난 아직도 너란 게
익숙하지 않아서
스쳐가던 그 작은 인사도
영원할 거 같아
사진 속에 웃고 있는 우리 모습이
지금과는 다른 곳에 있는 것 같아
우리 다시 만나게 된다면
그때도 다시 사랑할 수 있을까
우리 다시 만나게 된다면
그때도 사랑이라 부를 수 있을까
추억 속에 웃고 있는 우리 모습이
지금과는 다른 곳에 있는 것 같아
우리 다시 만나게 된다면
그때도 다시 사랑할 수 있을까
우리 다시 만나게 된다면
그때도 사랑이라 부를 수 있을까
우리가 함께 춤을 추며
하늘에 구름을 그리던 날
이 돌아오면
아직도 전부 알 수 없는 마음이지만
같이 품어 가자
우리 다시 만나게 된다면
그때도 다시 사랑할 수 있을까
우리 다시 만나게 된다면
그때는 서로를 사랑이라 부르자"
26,26,썬더 (Thunder),잭나이프 (Jack Knife),"HA!!

어둡고 머나먼 밤하늘
한줄기 밝은 빛을 그려
그 빛을 따라 음악소리 들려오면
그 땐 이미 늦어버렸어

휘몰아치는 적막속

thunder!!
thunder!!
thunder!!
thunder!!

어둡고 머나먼 밤하늘
그 어둠속에 스며들어
시선의 끝은 밝은 빛을 따라가봐
그땐 이미 늦어버렸어

반짝거리는 어둠속

thunder!!
thunder!!
thunder!!
thunder!!

thunder!!
thunder!!
thunder!!
thunder!!"
27,27,인형놀이,스스로 빛나는 달,"아주아주 높은 곳에 사는 공주와
가장 밑바닥에 사는 소년은
어딘지 모르게 닮았지
외로운데 외로움 모른다는 면에서

아무리 뛰어봐도 천장에
박기만 한다는 걸 깨달은 바퀴벌레처럼
이젠 천장이 열리더라도 나갈 수 없겠지
시도조차도 못 해본 채로

밖에 아이들 소리가 들리면
창가에서 웃음소리를 흉내 내며
배운 적 없는 적막을 깨트리려
나도 몰래 인형놀일했지 oh

아주아주 높은 곳에 사는 공주와
가장 밑바닥에 사는 소년은
어딘지 모르게 닮았지
외로운데 외로움 모른다는 면에서

아무리 기다려도 당신에
맘엔 나의 공간이 없다는 걸 알게 됐던 건
꽤 오래전이지만 아직도 발걸음 소리에
놀라 여길 올 단 한 사람

식은 음식이 익숙한 열한 살
불리지 않는 내 이름이 불쌍해서
허공에 작게 소리내 불러 보지
누구라도 듣길 바라면서 oh

아주아주 높은 곳에 사는 공주와
가장 밑바닥에 사는 소년은
어딘지 모르게 닮았지
외로운데 외로움 모른다는 면에서

누구도 있는지 모른단 점에서
이따금 손가락 까딱하는 것에서
살아있는 걸 확인한단 면에서

내 존재의 의미를
내 존재의 이유를
근데 사실 그딴 건 없을까 봐 없을까 봐

내 존재의 의미를
내 존재의 이유를
근데 애초에 그따위 건 없을까 봐 없을까 봐"
28,28,불꽃의 강,유원지,"그댄 지금 무엇을 위해 사는가
나의 꿈을 위해


그대는 더 무엇을 원하는가
더 커다란 것


그댄 지금 무엇이 두려운가
알 수 없는 미래


그대는 어디로 가고 있는가
날 이끄는 곳


터질듯이 숨쉬는 욕망이여

주저하지 말고 타오르기를

사라지는거야


두려움은 희망으로

사라지는거야

불꽃같은 믿음으로

사라지는거야


그대 나와 함께 떠나 가겠는가


그대와 영원까지 함께하리

오 함께하리


찬란하게 빛나는 강물위에
알 수도 없는 모든 두려움은
사라지는거야


너의 피는 나를 위해
사라지는거야

너의 꿈도 나를 위해
사라지는거야



모두의 희망과 고통으로

넘쳐버린 더러운 강물위에

영원히 고요히

영혼조차 사라지길원해


두려움은 희망으로
사라지는거야

불꽃같은 믿음으로
사라지는거야

너의 피는 나를 위해
사라지는거야

너의 꿈도 나를 위해
사라지는거야"
29,29,Midnight Ride,Kiera(키에라),"Speed down the runway
Kinda worried if I could make it on time
Plane's bound to your way
Find a sideway to get me right on the spot

Time flies so slowly
I've ran out of patience
In case you're lonely
Let me see what I can do with it
Just give me a shot

So let me see you at the midnight midnight
You already get me through this whole night all night
So baby see you at the midnight midnight
It doesn't have to be the whole night all night
woo woo woo woo woo
Keep it tight Hold me right
Give me a minute to ride baby
woo woo woo woo woo
See you at the midnight midnight

You've missed, mislocated
No worries, we have enough time to share
Clock's ticking now we're in the same zone
10 minutes, the countdown begins


See you at the midnight midnight
You already get me through this whole night all night
So baby see you at the midnight midnight
It doesn't have to be the whole night all night
woo woo woo woo woo
Keep it tight Hold me right
Give me a minute to ride baby
woo woo woo woo woo
See you at the midnight midnight

Midnight Midnight
Ride til the dawn
Midnight Midnight
You get me right
Midnight Midnight
Meet you under moonlight moonlight

Monday to Sunday
I'll spare you all my time (all my time)
Hope you can be there
So see you at the midnight midnight (ride)
woo woo woo woo woo
Keep it tight Hold me right
Give me a minute to ride baby
woo woo woo woo woo
See you at the midnight midnight"
